Review,Positive Word Count,Negative Word Count,Sentiment Score
"good place group spent thanksgiving week group 20 breezes, younger crowd 20 somethings probably enjoyed resort good time, guest services great help seeing ate tried specialty restaurants, 1 group got sick stay room day, staff nice try accomodate, food adequate drinks plentiful shelf asked, rooms clean pool nice beach beautiful,  ",8,1,4
"n't waist money like did book family vacation breezes punta cana dominican republic big mistake, read reviews bookt, food terrible staff great, powder juice powder eggs no seafood limited selection inclusive, hotel accomodations not like look virtual reality tour, looking good outside not inside, air conditioning equipment not best working condition, lumpy pillows, terrible, office staff rude, left brother wife stuck airport paid transfer way refuned, understock bar inclusive drinks ran liquor everyday thing, total disapointment,  ",4,4,3
"great beach wish say resort just returned dominican republic spending week breezes bahia, no comparison, knew air transat holiday book star resort reading reviews worried, resort situated best beach date, no resort left allowing walk boogie board snorkel swim no boats zooming, truly enjoyed resort barely 3 star, rooms small musty need alot work view great balcony, service service staff raced vip lobby, want buy resort, annoying addressing problems hand, food terrible japanese dominique restaurant, buffet dirty table clothes soiled hard time catching waiter water drink.what week pleasant staff water sport centre, great great diving, trip catalina island good.the pool just okay dirty chairs tables, needed pool people resort, used beach far better.new year eve party just okay food not good.i sure glad water sports fact moving resorts week, not recommend staying resort unless want nothing 3 star resort, spend extra money stay gran bahia principe,  ",9,7,3
"not best hotel stayed not best hotel stayed, check fairly quick weren__Ç_é_ given directions room took time, bell boys delivered luggage quickly elses luggage, room fairly basic-overlooking bus stop.the maid came day fresh towels stocked minibar day, did great job.pool area- nice day went pool 8am impossible sun lounger towels signs clearly state not allowed, prompted spend days beach lovely, sunloungers uncomfortable loungers encountered.restaurants-buffet nightmare, stressful finding seat buffet breakfast time did eventually table request clean cutlery share previous diners leftovers sitting table, staff working rushed feet, beware milk-it warm, flies birds best restaurant opinion-marlin dinner.food excellent service excellent, worst restaurant-paris, reservation 6pm sitting 3 hours later, no spoons soup party soup sitting table 10 minutes given teaspoon eat, time soup cold took hour soup arrive reluctant send, maitre d restaurant arrogant man met breezes, asked talk meal refused illness- travelled party 18 17 got stomach upsets, laundry service- used service twice, time great second time disaster, claim return laundry 24 hours, waited 4 days, went desk complain, told unacceptable asked complaints procedure met shrug shoulders.also bars frequently ran alchohol especially imported stuff like baileys absolut vodka expensive stuff, make sure desk ask manager miraculously bottles stuff kick fuss.overall lovely weather lovely beach lovely people negatives warrant return visit,  ",17,14,3
"nice beach complex looks nice looks deceiving, rooms leaked bathroom ceiling smelled musty, did not face cloths, mosqitoes 1 st room, beg rooms changed, took 3 days, late day departure pay room shower change, did not tell plane hour did not arrive home 5:30am.mostly food certainly 4 start rating, air transat vacations need revisit star rating system.we,  ",1,3,2
"absolute worst vacation just returned breezes punta cana awful, paper place great reality completely different, reading reviews observe home writer, europeans english french germans spanish speakers canadians loved place, breezes not american standards, disregarded reviews dreadful time, no tipping policy joke, tip want service, no tipping equals poor/no service, food food buffet inedible yes inedible plenty, vile sickening repulsive food, flies, need clean table cigarette cigar smoke, breakfast experience, breakfast meat bluish hue yum, food absolutely no idea, better powdered eggs army fact meals army better, no fresh milk products powdered milk, selects eat expectation taste like wrong, food di n't taste, breezes food taste approximate sort butter sort pineapple juice, food left hours people sick, lunch experience, n't want eat inedible buffet eat lunch outdoor grill, can't/did n't eat breakfast lunch starts looking good, grill mystery meat chicken, barely edible hunger lowers standards, longing burger king wendy, eat dinner speciality restaurant, reservations hard 20.00 gets reservations quickly, dinner specilaity restaurants inferior low cost american chain old country buffet remember n't eaten day, breezes warns diarrhea vomiting causes remedys places literature, reality expect sick, pool people joking getting sick normal, not normal abnormal.rooms room no cold water non-functioning tv leak bathroom ceiling, desk visits calls 5 hour wait finally moved, room 2 worse, furniture moved center room mattress standing water tile floor, desk negotiating, time got angry desk rep said not fault, replied fault not, room 3 satisfactory, linens version sandpaper pillows 20 years old, slept towel pillow, smoking hotel room smelled smoke.other guests n't mind people regularly pushing line bumping saying excuse outright rudeness fine, clientele smokes, object eating smokestack stay away, n't surprised guest sleeping snoring length sofa lobby, americans disliked prepared overt staff amazing english improves flash cash, ask question staff members you'get different answers, wrong line time learn, staff trained say hotel booked restaurant filled closed day arrangements yesterday line person handles not ask, room not day complained desk, returned room not not disturb sign door, following day room did n't leave towels not one.pool absolutely beautiful picturesque, obsessed pool towels infantile pay attention need pay towels check out.activities trapeze climbing wall trampoline sports popular, tried tennis lesson 10:15am day pro told booked day, insisted needed reservation use tennis court, courts not soul sight not, began arging did n't reservation n't use courts, told soon arrive promptly leave relented, left 11:00am purported students not arrived nor supposed court reservations, not present left.entertainment amatuer loud liquor strong suit liquor like shelf, amazes people drink hard liquor 9:00am maybe left previous day, conclusion average american seeking clean place stay edible food courteous guests competent service cruise not place vacation,  ",15,25,1
"no tipping, seriously having inclusive told no tipping imagine surprise told travel consultant got tip everybody, tip did way service, tipped chambermaid everyday day came halfway bed just took tip no towels water coffe, husband sure, later evening called desk said sorry look, got day, agree americans canadian review buffet restaurant linens unclean food not good, husband ended having toast everyday, thought going gain weight going inclusive fact opposite true, want lose weight resort, travel agent fired, told premium alcohol drinks not true, like drinks turn tongue different colors taste strange place, asked ceasar drink said clamato juice expensive, ended running beer, n't canadian whiskey, water bottled water iffy, things vip people trying sell time share, break, try right come hotel spent anytime realize things really like, woman bar told bought time share happy felt like yelling nuts, maybe colored drinks, good thing say beach nice kept, beach bar catered men, standing line 10 minutes rude male person butt served, actually snapped said excuse waiting line, guy bar served rude person, unreal,  ",7,7,3
"read true detailed evaluation begin airport big hut, speedy fast, arrived checked customs fast baggage off.driving hotel 30 minutes drop people hotel not bad, comfortable.hotel check-innot fast domenican expect, service admit try alot harder mexicans cubans, bell boy prompted helped everythingrooms ladies dissappointed, guys n't care right, just bed, rooms not 4 star like 3, clean problem smells tiny bit tv small pillows uncomfortable, suggest bring air fresh plug tv stand, think buying small 2 pillow ikea yourselves.grounds stunning, agree, absolutely stunning, kept like 6 star hotel.food alcazar buffet breakfast not good, lived danishes eggs like meat vegetables fruits wo n't like breakfast, crousants danishes amazing trust, lunch dinner did n't problems lots variety dare devil eat offer alot different things, like constant pasta salads chicken beef say not cooked way eating resorts, desserts amazing formal restaurants just sum italian salmon grouper, french duck japanese great, did n't eat based reviews restaurants fine.also morning theres line reserve restaurants, check voucher nights restaurant nights suggest waiting line starts 9:00am 20 minutes book book time, let say reservation 9:00pm time restaurant feel like tip host fine, tipping breezes does n't expect tips bring 20 1 bills, tip desk arrive help promise, tip host, tip bartender bar, believe 20 long way, service wll thousand times better, far room tipping goes tipped 1 day, total tippings 20 7 day trip.pool beautiful extremely cleaned, clorine rating 1.5 ph 7.4 great beach flawless no sea weed white sands incredible, water warm alot salty pacific opinion, feet water deeper ends, trust walked resorts beach breezes beach best, moving mmany women topless okay including children, safe patroled lifegaurds time, suggestion want cabbana wake towels ocean beach towels book chair breakfast, nobody n't worry entertainment went relax did n't play sing dance odd night went dancing, everynight set band play music 8:00pm till 9:30pm play salsa dance music great fun, 9:30pm till 10:30pm nightly shows lots fun.departure flight delayed 3 hours weather toronto terrible got stay hotel ate great, better hotel airport right, no problems huge line ups goes pretty fast there.overall sum saw ages famailies toddlers famailes teens people age 23 21, saw older groups 55+ years age including germany england france obviously canada, hotel caters difficult, going mind expectations great time, breezes knows needs upgrade hotel rooms maybe couple minor things like lobby outdated bit want beach pool adaquate food living conditions relaxed entertainment hotel great,  ",28,10,5
"not bad reviews husband just returned breezes, travelled world, slighlty averaage resort problems, took elses suggestion website requested building 7 booked trip, far away stages/restaurants not disturbed noise music neighboring hotel 11. arrived 11am fully expecting not able check right away custom hotels hour bathing suits carry readily accessible, sit lobby check grounds hours travellers choice, knew room number walked times knew exactly ready, went desk told ready phone room 10 minutes maybe 2pm, room nice no issues leaks yes hot water comes goes does carribean resorts, sheets need tossed replaced no pillow issues, ask clean towels day does strange issue lack fresh towels minor inconvienence, overall room nice decent size bathroom nice terrace view garden ocean, grounds gorgeous meticulously kept, say best dinner night specialty restaurants picky eater, n't forget international resort lot foods prepared europeans mind, charm getting away, n't understand people write canadians germans want vacation americans stay america, breakfast fine lunch average dinner average, deserts awesome, people general friendlier, feel doing favor getting drink smile attempt spanish help, remember foreign country not speaks english fluently, nor country, make effort learn words, beach pool gorgeous need early 8am save hut beach, overall not simply n't like place twice, certainly grand lido jamaica nicer place price happy not expect ritz,  ",22,9,5
"room/casino not just relaxing short trip 4 nights 5 days breezes superclub hotel casino punta cana feb.9-13 arrived hour ride airport stopping 3-4 hotels way drop vacationers check-in went smoothly, recommend getting taxi unless transfers paid advance, pool fabulous large winding swim-up bar lots lounge chairs pick favorite lounging area, food available anytime rate average, tried japanese, room smelled musty probably leaks bathroom commode sink shower/tub, reported leaks attended, evening wanted use hair dryer knew going work not, did send complaint wet hair dinner, fuse box wall resetting help not, beautiful view pool ocean, love gamble casinos available disappointed breeze casino, played roulette spinner/dealer fast n't chips half time, 2 roulette tables usually operating 2 black jack tables not slots pick, think carribbean stud table, just not busy staff did n't friendly accomodating, definitely recommend punta cana beautiful beach ocean try newer hotels time,  ",13,7,4
"great vacation breezes, just got breezes, stayed february 25th march 4th great time, record 24 went girlfriend 22. arrived 2 no problems check-in, bellboy took straight room n't negative revies poor rooms, building 5 room just fine, no damage nice clean beds fine, n't complaints rooms not spend time room anyways, shower sleep thats reason went hotel beach beach simply spectacular, spend time blast, early riser early morning 7 leave towels hut way gym decent nothing special, waves beach fairly big like, spent day playing waves boogie board intertube, sand beaches just amazingly white beautiful, beach maintained morning staff rake seaweed make sure no garbage laying, did n't spend time pool nice, big clean, just prefer ocean.food fine, didnt stomach problems regard, ate buffet pretty day breakfast dinner usually bbq restaurants beach lunch, buffet huge great variety liking, girlfriend picky eater tell days n't thrilled food day great pasta opt n't impressed buffet.we did eat italian specialty restaurant night ant great, four-course meal no complaints service hotel spectacular, no problems whatsover service, nice did best help, n't speak word spanish did n't problems communicating, pretty employees deal tourist speak english, busboys maintenance people does n't dealings tourists english n't great, bartenders spoke english fine, bars pretty busy minutes drink thats canada anyways.we spent time beach tennis courts rock-climbing trampoline trapese beach pool volleyball pool foosball activities busy, night usually just table near lobby sit listen music just relax, watched shows ampitheatre circus western great, went hurricane disco night club great time, played good mix disco modern music.overall great time recommend hotel, reason chose hotel beach did not disappoint, questions email dupayne dlkinsurance.com happy answer questions,  ",23,11,5
"positives negatives breezes jamaica thought great assumed punta cana resort probably offer great stay, wrong, positives1 beach awesome best too2 la carte restaurants pretty good italian japanese dominican 3 disco pretty good liked cultures music instead playing american musicnegatives1 hot water shower non-existent,2 ask face towels single day left unless called guest services3 entertainment sucked big time lip singing weird dancers sucked big time4 patio door n't open couple days5 sheets rough6 drinks not shelf weak did n't buzz time eventually gave 2 daysso overall n't beach disco la carte restaurants tay sucked big time, definitely dominican republic breezes punta cana,  ",10,6,3
"just ok hi just returned week breezes punta cana, like say disappointed, 2 couples 30 5th trip dominican republic, grounds hotel needs refreshed getting old anbd shows rooms got gave room building 2 casino door theatre, loud, think worst room complexe, humid old matress no boxspring smelled, day asked room 3 hours negociation got room building 2 floor ocean view cathedrale ceiling bigger time rained room day asked room finally got bulding 6 refreshed year, time bigger tv king size bed noisy, pool looked larger magazines difficult chairs pool people leave towels chairs day 3. 6h30.beach beautiful white sand lot waves strong water area.food ate la carte restaurants night bests japonaise italien, hotel 3 star not 4 star getting old needs refreshed,  ",5,3,3
"cant wait, booked holiday n't believe reasonably priced, 2 weeks departing saw hotel program similar holidays hell, people hospital drips rooms falling apart restaurants run, upset seeing tried change holiday thomson no help, told hotel taken passed quality standards scored 5* hotel, decide open minded went, got fine, checked room fresh clean, like paradise, beach pool fantastic relax, food wonderful, japanese favourite followed french, problem air room 3 days 2 week hoilday lisa thomson rep great moved like upgraded room, lots weddings night 6 days, atmosphere alive staff catered need, travel saona island visita ocean world punta plata north swim dolphins lifetime experiance, cant wait book year, friend 06 loved,  ",7,4,3
"experience ok, breezes apr, 3 11th, 3 couples expectations trip not extreme, friends went couple years ago told ok. prepared, south vacation beach wonderfull, nice, white sands blue water waves fun, rooms rooms not impressed, floor days didn__Ç_é_ towels days toilets wasn__Ç_é_ working rooms no flushing telephone didn__Ç_é_ work morning water kept changing shower hot cold, morning maid didn__Ç_é_ nock door just barged saw someone.. left.. 9h morning no idea pas doing, cockroach cabinets, patio door open time came hole wall.. light fixture room, s so.. opinion rooms.. not good, food food not bad, fussy eater didn__Ç_é_ starve, went 3 la carte supers, french italian mexican no complaints, good, buffet different varieties meat pasta kids menu salad bread loved breakfast.. omelet bar fruits meat croissants cereals good, but.. nothing like home cooked meal.. hahastaff not complaints staff.. didn__Ç_é_ expect treated like queens kings, like read reviews.. not slaves, busy understood took extra minute served, friends entertainer/dancer, chapel, nice sincerely nice wasn__Ç_é_ selling haha.. excursions went 3 excursions, buggy ok. paid 50 took 3-4h.. driving streets guide, really got village, second catamaran.. paid 89 us..we booked airtransat rep. 2h30 hours bus ride catamaran didn__Ç_é_ really enjoy, didn__Ç_é_ chance sit net people boat, interesting entertainer boat, again.. 2h30 bus ride resort, wouldn__Ç_é_ sure, did snorkeling james bond tour, great, 2 seated speed boats spot did half hour snorkeling guide couple, great, really nice.coming vacation monday night, bus plane ride home 12 peoples sick breezes, not know food poisoning plane ride long people getting sick.i recommend resort timers like ok trip,  ",12,4,4
"boyfriend just got week breezes punta cana, arrived easter sunday expecting service so-so holiday dominican people service great amzing time, 20 24 26 surprised greatly treated.where start, room floor buffet overlooking ocean witha cathedrale type ceiling, incredible, leave blinds open hear ocean woke big difference 2 people montreal, room clean no smell, cleaned day towels changed everyday bedsheets changed leave little card bed, mini frigde stocked bottled water soda filled liking filling form, no technical problems room all.food opportunity eat 5 speciality restaurants italian japanese dominican french steak seafood mexican good, offer good variety not leave hungry, buffet offered great variety including vegeterian corner children corner, variety food available 24 hours day locatinos problem, bottle water drink lobby bar going 1 occassion did not sevred drinkl dining buffet.bars club casino swim bar service couple minutes nothing major vacation beach bar large 2 lobby bars offer great variety drinks, did club twice 20 minutes inthe basement hotel lot underly dressed age girls not style visited casino not favorite passtime 20 slot machines roulette poker blackjake tables.beach pool beach gorgeous bear mind time waves quite high strong, not safest children areas beach calmer lifeguard lookout, chairs available time suggest getting early towels loungers need shade, pool huge loungers pool, selected spots umbrellas try earlier reserve chairs ca n't n't worry able spot, activities pool area fun animators great say hi aaaare sexy chapel amazing, guest services boyfriend celebrated birthday make little special contacted guest services, just proof birth passport got little surprises, returned pool afternoon platter fresh fruit card bottle rum room, supper conincidentally speciality restaurants surprised birthday cake left restaurant returning room chocolates, n't expecting touched impressed guest services boyfriend agree far best vacation taken far, cuba iberstar dquiri cayo guillermo playa cayo coco cayo coco spain place best overall time, service slow got drinks dining buffet regardless not hurry vacation, clean kept, grounds beautiful no not bored, plenty, did n't souvenirs bring liked souvenirs stating dominican republic sure multide things complain instead enjoy sunshine relax couple cervezas,  ",26,4,5
"blast, just got week breezes punta cana, wonderful time, came lovely, pool trapeze beach restaurants, outstanding, make suggestion spend money suite, regular rooms standard noisy, spent extra 200 u.s. night upgraded suite, boys ages 7 9 thought extra room bathroom suite provided worth way, quite ordeal suggest book ahead time, great trip, definately,  ",4,1,3
"wow lifes beach, say beach best seen, white sand best stretch cyrstal blue waters paradise, like aprehensive bad reviews need n't bothered worrying, e-mailed hotel direct booking thomson told birthday wedding anniversary, upgraded sea pool view free fabulous, rooms little updating overall pleased hotel, staff helpful lots eat drink speciality restaurants superb aware book morning vacancies italian french favourites, pool fantastic swim bar lots day water aerobics volleyball sort thing, entertainment fun did n't want lie beach/pool areas awash tiki huts loungers spa absolute pleasure casino disco pool tables tramolene/trapeze rock climbing did lot, n't forget non motorised water sports free, genuinely fantastic weeks, oh helicopter trip fabulous, questions contact, definitely not hesitate recommend hotel,  ",13,3,5
"absolute paradise complaints load cobblers, ignore bad reviews resort complaints unfounded.we just returned two-week stay fabulous time, weather beautiful hotel grounds immaculate beach stunning beautiful white pepper sand vibrant clear blue seas ample suns beds parasols, ask complaints mainly arise americans understood witness rude behaviour resort, locals treated respect politeness deserve treated equally courteous friendly manner, think people need remember serve not servants, staff work extremely hard maintain grounds cleanliness hotel, decoration does look little jaded places weren__Ç_é_ inspect peeling paintwork, unfortunately grounds littered cigarette butts staff tried pick regularly opinion not thrown floor beach, people forget world country running hot cold water luxury minor instances water didn__Ç_é_ work minutes really end world wait, holiday relax enjoyed speciality restaurants alcazar buffet, course days menu better expected chefs trying cater broad range nationalities cultures, evening buffet didn__Ç_é_ capture imagination alternatives virtually 24hr snack bar, initially room did overlook amphitheatre did disturb jet lagged week, requested undertaken swiftly minor disruption, fact porter assisting need bribe, disruptions room neighbours felt acceptable play country western music loudly 6am midnight, knock door soon resolved issue.go hotel arrived home relaxed depressed thought holiday,  ",21,15,4
"superclubs breezes punta cana n't pannic booked ok got good deal best beach fantastic turquoise waters pools quite big, not hotel 1 week.the staff quite friendly helpfull despite reviews read saying opposite.enough pro, cons order painfull were:1 absolutely nothing day beach pool having evening meal entertainment absolutely pittyful, peoples kids jumping stage cute 1st 5 mins 1st night drove wall night couple hours, untallented entertainment staff got going really regretted having room amitheatre floor patio door provided no escape tuneless repetative painfull ordeal called evening entertainment, wishing evenings away dinner nothing do.2, walls paper seriously, hear word loud americans door sounded like tv room.3, hot water shower dinner breakfast big inconvenience.4, assign room ask different room say want high floor seaview away entertainment amitheatre, good tip.tip guy reception 50 bucks sort know mean.5, food japanese la carte good, excellent entertainment delicious.french restaurant opinion dire left main course not description foul, mexican- aborted meal shown table attacked mosquitos, quite worried malaria despite taking tablets not guaranteed work, attack zone beach got try mexican food, daft idea eating outside dusk lots candle lights attact biting pests, think food ok otherwise.the buffet quite big fair bit variety, start ok despite 1st time went buffet massive cockroach crawling clean dinner plate pile, food gets persistantly fly trodden whilst trying eat drove nuts, beakfast better hotel nice bread croissants omlettes, pasta good mini pizzas fries counters middle room flies crawling food.there self service soft drink dispensers bar good staff bringing drinks, good tip thermos flask ice/cold drinks saves coming beach pool drink, bar pool sea.skip cassino roulette minimum 10 bet red black odds evens lost wins, staff cassino miserable not friendly slot machines card operated mainly digital screens traditional spinning rolls programmed pay, took 100 lasted 10 mins casino.the bed room dipped middle doubles, quite unconfortable rolled centre maid dollar day puts nice fresh flowers bathroom makes couple swans towels nice touch.minor complaints- asked coathangers needed 50 6 room came, irons casing cracked bit dangerous steam iron not replaced despite reporting it.the safety deposit box antiquated key operated attached wall 1 cm screws surprisingly 1 3 screws just fell middle just purched wall walked wanted.the internet cafe rip charging 2.50 minute hotel free internet access.we walked right beach tried walk left allowed walk 1 minute security guard shouted saying turn prevented walking beach engish not sufficiently good tell, just said problem going way odd feel bit like prisoners not advised leave resort restricted beach wierd.shopping- nothing just wanted shopping, theres sparse gift shop craft shop hotel craft shop pesting shop keepers just driveway hotel leave hotel grounds no propper shops annoyingly.on entering dominican republic pay tax exiting, save time money wrote dominican consulat embassy uk entry tourist cards got completely ripped, took entry exit visa cards entry pay exiting, annoying happened people, going write embassy complain misleading us.we flew 1st choice upgraded star class premiere, quite annoyed told request window seats arrival check actually got airport said seats assigned middle plane sat stranger, not help sort unhelpfull not friendly, just gave address write return holiday.when got plane selfish family seats right way premium extra legroom lost felt clostrophobic, star class cabin screaming kids babies unpleasant plane state disrepair, tables didnt rest meal tray seats selfish people infront faulty end flight landing forced seats forward wouldnt function, staff experience unfriendly not particularly helpfull, return flight better no priority boarding way home, priority baggage didnt work way 1 bag wasnt labelled priority came early came last.the second week went 5 melia caribe things got better,  ",30,31,2
"excellent value money went breezes 2 weeks 2 adults 2 kids, great time, check quick arrived 2 coach parties waited no 10 minutes.room previously emailed hotel wedding anniversary gave nice room sea/pool views, little musty clean days smell went, maid service good, gave champagne.pool kept clean, 7am bag shade busy hotel half, peek season crowded.bars drinks good, good service, baileys free flowing, wowrestaurants marlin seafood steak nice food awful service not offered single drink night bar, asked waiter just told later, conuco dominican food not nice restricted menu nothing really kids service good, sombrero mexican ate twice meal fajitas not nice second buritos good, excellent service, martinos italian nice ate twice, good food good service kids menu, munasan japenese loved restaurant ate 3 times, service atmosphere excellent food delicious, paris french excellent restaurant kids menu, steaks chicken fish menu probably suit, ate 3 times, buffet ate ok limited service drinks slow, did different themed night night, staff staff really nice odd exception did discreetly tip wait staff kind, restaurant reservation staff did best room restaurants ate virtually night, people lined 8.45 reserve list availability really fancied restaurant/time not listed worth asking usually juggle, speak spanish english good.beach wow say best to.excursion went saona island really enjoyable day, booked dominican tours hotel half price thomson, island beach not nice bavaro pestered alot vendors really enjoyed trip.entertainment ok usually going, games round pool did water aerobics day fun, evening entertainment ok usually ended playing pool chatting people.i think covered things, sum paid just holiday portland direct 2 adults 2 kids 2 weeks, excellent value money, got sick apart usual excess thing, alot people kids loved resort older couples tended dislike, buzzy resort looking really peaceful holiday not great,  ",26,7,5
"beautiful beach friendly staff friend stayed breezes resort 3 days, brief trip able purchase skyauction great price, paid definitely return resort, staff accomodating rooms nice powerful a/c scenery magnificent, arrival mini-frig stocked free soda water, say food n't great plentiful, fresh grill outside pool best bet lunch omelettes breakfast/brunch, getting drink main bar little time consuming requested visit especially evenings live band performing, going just casino n't expect, aware hotel package does n't include airport transfer need arrange, talked sagrario resort connected eddy hotelbed arrange off-site tours, shuttle service 12 person puj airport hotel, expect 30 minute bumpy ride, beautiful resort journey, wish stayed longer,  ",9,1,4
"ok, im 14 year old girl virginia beach virginia united states.breezes ok, resort pretty pretty clean.except rooms kinda musty beds werent confortable.the food horrible, went mom aunt got sick.the restaurants liked munason martinos.the stupid dominican guys hitting entire time.i thought gon na natilie hollaway gon na raped killed.nobody spoke english, uhh little weird considering world does, asked wat wanted.the beach pool gorgeous, spent time there.also internet cafe convenient especially social butterfly, staff sweet helpful.the night life ehh not great.there teen club, casino sucked said aunt mom.they said big room.umm atlantis casino hugee, thatss paradise.i know im american expectations high especially family whos traveled quite bit expects best.but tips1 staff learn speak english2 american food dont poison it.3 better casino/nightlifethankss,  ",6,6,3
"think twice booking breezes, just got breezes punta cana night nearly kissed ground landed miami, not terribly picky beach resorts, yes read bad reviews felt basically easy going mainly beach, went ahead trip, breezes punta cana beautiful beaches world, kept clean chairs available, best thing trip.the staff overworked did n't care, food horrible really horrible, did n't select specialty restaurants assigned 9:30 seatings, japanese restaurant best sick mexican ate night.our room not cleaned day towels not replenished calls desk ignored, days cleaned cleaned pretty, frustrating read people__Ç_é_ suggestions brought gifts housekeeping staff gesture didn__Ç_é_ matter.sodas water restocked daily mini refrigerator air conditioning did work seldom did hot water water shut couple times middle night no flushing washing hands, small tv room couple english speaking channels lumpy beds nasty smelling pillows old linens.our package hotel airport transfers hotel not honor forced pay 30 cab fare way airport.all resorts area better maintained appreciative business strive better guest relations, beach beautiful not bad words vocabulary nasty food selections__Çî__he buffet basically disgusting.the final straw came landing miami checked phone messages home credit card company fraud department advising suspicious charges hotel credit card, funny trip prepaid did n't use card entire time.i stayed breezes resorts wonderful n't, money vacation better spent different resort area,  ",14,14,3
"n't believe read experience booking trip reading negative reviews approached departure little trepidation, end result trip great time, quickly rundown experience.rooms small nice strong ac, small leak bathroom took maintenance days address, room oriented requests towels water extra pillows answered quickly, pleasant cooperative housekeeping staff.food not picky eater, lot dominican dishes, bear mind resort caters americans british germans hispanics canadians predominantly tries offer wide spectrum foods, plenty eat good quality, ate italian japanese french mexican restaurants good good service, night ate alcazar buffet restaurant, dominican night food great, ate european night satisfaction, breakfast lunches served alcazar marlin grill, 24 hour bar grill el sombrero partiers, arrival pre-booked 3 specialty restaurants, choose change reservations add bookings desk 9am, read reviews stating desk 6am spot line, did n't experience all.pool- spent time beach pool beautiful, maintained clean, swim bar expanded accommodate guests.beach- beautiful, bars no watered drinks no complaints, presidente beer available.we spent time beach taking relaxing vacation, activity participated banana ride inflatable tube pulled boat, just wanted clarify, lot fun free, plenty decided just lay low.overall not 4 5 star high 3., mind going world country things not opulent want, high standtards expectations n't, looking fun place decent food rooms beautiful beach try, not dump apathetic unfriendly employees bad food reviews suggest, open mind, 8 year old wants good sign,  ",14,7,4
"ok issues food ok stay, stayed 20 carribbean/mexico all-inclusives ranks list, n't dr world expectations set appropriately, overall wife stayed week probably long, not outside resort, far resort ok. lots kids large size resort place especially beach area palapa not surrounded quiet reading places, lot acitivity resort usual all-inclusive like items, no shortage timeshare sales people, aviod unless really want lose hours vacation, food far food went real disappointment, food edible cases not better, really hard mess breakfast figured, edible breakfast cold cereal, lunches equally bad grilled chicken pool saved day, far dinner went best food french restaurant not really french food tasted ok, italian restaurant ok poor, sick eating japanese restaurant food tasted good paid evening day, bars hotel advertises shelf liquor, runs outs replace, strategically place liquor different bars insure not order routine mixed drink brand names, cuervo tequila bar cointrou, besically drinks cheap local dominican liquor, beer presidente draft local typical rest carribbean beer ok. highlight bar beer dark rum local pretty good ignore no tipping policy, tipping essential good service, like all-inclusives dollar dollar goes long way good service, strongly recommend arrive 10 day 1 bills, 5 tip immediatly gourmet dinner reservation restaurants reservation, staff bartenders waitstaff maids mini bar server remember care routine tipping, rooms rooms ok. king bed partial beach view, room bit small shower good bath nice, room clean couple 1s day bed mini bar kept room nice day resort huge place good pool nice beach, lots people time well.all breezes ok long weekend, felt like week long, say breezes punta cana just like large inclusive carribbean resort, not great not bad,  ",18,11,4
"disapointing 27/7/06 fife scotland 2 adults 1 child 14 just disapointing holiday room wasdark damp smelly 2 single beds small bed 510 son middle floor bathroom stinkingwe got room ok patio door did n't lock toilet did n't flush coffee maker broke 3x tv did n't work food disgusting covered flies entertainment 40 mins ametuer dancers nite went sosua got mobed locals scary not recommend holiday,  ",2,5,2
"fair not away caribbean 10 years bringing children 13 10 excited, meeting sister arriving later day.we got early knew room not ready, checked bags smart pack separate bag bathing suits, changed common bathroom ready, course stop drink lobby bar took quite time, explored resort lovely, went beach kids went wading ocean went drinks time beach bar, took long time, attractive fit woman not accustom pretty ignored, took approximately 10 minutes glass cup wine soda kids, 3:00 room ready transfer luggage went fine, room nice beautiful view resort ocean needed, complaint room freezing turned a/c condensation floor, complained said nothing kept towels floor wipe moisture constantly n't going cold, sister checked surprise rooms away, resort huge happy, dinner tried japanese restaurant told needed reservations booked place looked, sister speaks fluent spanish tried speaking no way, told come 4:30 wait line make reservation, wait line not vacation thing wanted wait line make stupid reservation, tried restaurants booked french restaurant wedding n't taking reservations, ate buffet, day got 4:30 like said line enormous, person reservation, able italian restaurant night kids loved tortellini alfredo daughter really wanted japanese, day went 3:30 person line, believe, smart brought 2 drinks knew, needless say line finally got reservation, food n't good, place did n't make reservation mexican place just gave told come 1/2 hour, bar actually served right away did n't make feel invisible, pool bar joke, probably drowning no notice, point sister waited 1/2 hour no looked way, n't doing beer bong did n't belong, kids looking forward going swim bar just hang pool drink soda disappointment, did excursions- hour horse ride excellent, horses bit tired went gallop beach way, kids loved word advice barter guys went 60 person 50, did day safari jeep drive, day thing worth money, did snorkeling excursion boat ride hell, left storm water rough rain pelting like gun shot butt slamming metal seats just excruciating think n't padding, bring bread fish eat right hands watch fingers, ride smoother, son cold left turned worse days went, went doctor resort sent clinic ambulance, got clinic did n't speak english, took x-ray son standing right, broken english doctor said fluid lungs stay days resort, freak'en kidding, told come day pediatrician, needless say refused sent zyrtec expectorant, zytec allergies son allergy medication, n't know thought stupid mother 13 years knew son just bronchitis need anti-biotic, took cab resort 20.00 thank god sister went resort doctor, told bronchitis need antbiotic handed right, 3 days son fine, advice traveling country doctor antibiotic bring, got 1200.00 days f service, fought charges changed 800.00, line resort people not helpful friendly bad service, n't extra things did complete waste hard earned money, bring pocket book spend additional 1500.00 not including son medical bills,  ",18,21,2
